tconst	averageRating	numVotes
tt10066808	7.3	35
tt10073760	6.8	14
tt10074568	7.8	7
tt10075380	6.2	333
tt10078748	9.4	32
tt10081664	7.0	6
tt10082596	7.9	14
tt1008582	7.8	3519
tt1008978	7.5	59
tt1009055	5.8	13
tt1009071	6.8	12
tt10091734	6.8	5
tt10094426	7.0	6
tt10098558	7.5	13
tt10100874	8.7	1210
tt1010150	7.8	27
tt10102726	8.3	7
tt10112092	6.9	22
tt10115316	7.2	84
tt10127834	6.4	32
tt10136250	7.3	1062
tt10141314	6.2	9
tt10142146	6.8	5
tt1014710	7.7	188
tt1014748	7.0	102
tt10148198	6.3	16
tt10149480	7.1	8
tt10152332	8.0	10
tt10153026	7.7	37
tt1015460	4.6	229
tt10168738	8.0	6
tt10174504	4.1	89
tt1017485	7.8	10
tt10179308	8.4	8
tt1018183	6.3	16
tt10182294	8.2	30
tt10189500	7.9	100
tt10195632	8.0	16
tt10196650	7.3	115
tt1020094	6.9	11
tt10203376	7.8	13
tt10204560	8.6	20
tt10206890	8.5	14
tt10207536	4.0	29
tt10211004	8.6	6
tt10218970	7.6	7
tt10219922	8.3	10
tt10224344	8.8	9
tt10225306	9.0	56
tt1023127	5.5	34
tt10241130	8.1	19
tt10244976	8.8	15
tt1024941	7.9	53
tt10251278	7.1	15
tt10251434	4.7	442
tt10251740	5.1	9
tt1025639	7.2	7
tt1026029	7.9	24
tt10260814	6.8	7
tt1027033	5.9	13
tt1027268	7.4	48
tt1027287	7.1	17
tt1027331	8.3	14
tt10276160	4.9	284
tt1027868	5.6	11
tt10280232	7.2	6
tt10280896	7.5	45
tt10281468	2.3	31
tt10284626	6.8	6
tt10285314	4.8	155
tt10291834	6.7	18
tt1030171	7.6	69
tt1030473	7.3	14
tt10307846	8.2	5
tt10310200	7.5	24
tt10312778	8.7	1206
tt1032094	7.7	27
tt1032140	8.6	6515
tt10328412	7.3	81
tt10330448	5.8	31
tt1033281	2.5	48
tt1037116	6.8	2246
tt10371840	6.7	15
tt10373806	8.0	57
tt1037713	7.4	11
tt10382866	7.8	195
tt10384072	7.1	574
tt1038680	4.1	332
tt1038848	4.6	9
tt10389124	8.0	8
tt10392622	7.3	240
tt10393968	8.4	60
tt10397684	9.6	5
tt10419110	7.6	6
tt10422278	8.4	26
tt10423076	6.8	9
tt10423186	6.8	44
tt1042367	8.9	8
tt1042915	7.8	17
tt10430222	5.8	7
tt10432456	6.8	198
tt10433104	8.6	3780
tt10435294	7.1	22
tt1043703	7.4	53
tt1043800	6.2	2001
tt10441326	7.2	72
tt10443456	6.9	105
tt10446680	8.3	52
tt10451752	5.1	330
tt10452170	9.7	6
tt10453014	8.7	7
tt10463308	6.6	10
tt10467640	7.7	713
tt1046827	6.7	24
tt10468394	6.5	29
tt1046936	5.1	1678
tt10478578	7.4	11
tt10482280	7.3	123
tt10483098	9.2	5
tt10489708	6.4	13
tt10491596	5.2	6
tt1049310	6.3	16
tt10493896	7.8	7
tt10494674	6.5	23
tt1049805	6.1	10
tt10498688	4.3	23
tt10499016	8.8	14
tt10503908	8.8	19
tt10505798	7.4	10
tt10515842	6.9	89
tt1052009	7.8	8
tt10521814	6.5	3830
tt10522594	6.0	7
tt10533976	8.1	12
tt10534110	9.1	13
tt10539136	4.8	48
tt1054261	6.5	133
tt1054478	7.6	3185
tt10550804	8.4	9
tt1055246	9.2	21
tt10553506	7.3	20
tt10554518	8.7	45
tt10555868	6.2	19
tt1055685	8.0	21
tt1055724	9.4	5
tt10558688	9.4	1905
tt10560272	6.2	20
tt10563622	8.4	203
tt1056547	7.5	11
tt10573958	9.0	7
tt1057498	8.1	12
tt1057982	7.8	5
tt10586204	5.6	8
tt1058852	7.5	11
tt1059135	7.2	98
tt10593770	8.6	10
tt10598786	9.2	8
tt10613756	2.5	9
tt1062156	6.9	12
tt1062538	4.6	12
tt10626810	7.0	5
tt10634492	8.9	18
tt10644708	6.2	12245
tt1064899	8.0	34525
tt10650736	7.6	12
tt10662410	7.6	5
tt1066299	6.1	84
tt1066814	5.8	11
tt10669152	7.2	23
tt1067106	6.8	129886
tt10694390	3.0	10
tt1069801	7.9	21
tt10701216	5.2	14
tt1070127	6.8	27
tt10703114	6.6	5
tt1070642	8.9	9
tt1071214	6.2	238
tt1071223	6.0	66
tt1071992	7.1	24
tt1072466	6.8	27
tt10735076	9.0	6
tt1073922	9.2	41
tt10747334	6.3	23
tt1074931	4.0	134
tt10752630	8.0	8
tt10753692	9.5	10
tt1075444	7.8	208
tt10759556	4.6	7
tt1076829	5.4	8
tt10768856	6.3	12
tt1077033	8.4	407
tt1077035	7.5	452
tt1078635	6.7	17
tt10787472	6.1	336
tt10793750	8.1	11
tt10794462	6.3	14
tt10796458	7.8	6
tt1079889	6.8	6
tt10801946	9.6	8
tt1080319	6.8	20
tt10803672	7.7	8
tt10806558	7.6	6
tt1082360	7.8	17
tt10831166	6.8	49
tt1083163	8.3	840
tt10832116	7.5	196
tt10833624	7.0	6
tt10840004	8.4	632
tt10841384	7.4	33
tt1084458	7.1	14
tt10845722	6.4	381
tt1084792	7.1	15
tt10851586	8.2	13
tt10857126	8.2	7
tt1085988	6.1	40
tt1086097	5.3	15
tt10869474	5.9	1350
tt10869656	6.0	5
tt1087099	6.7	8
tt10873438	5.8	555
tt1087791	8.3	11
tt1087840	7.7	9
tt1088048	7.2	9
tt10901592	8.3	8
tt10902204	7.0	22
tt1090619	7.9	129
tt10908058	7.2	339
tt10910920	9.5	9
tt10915434	8.4	39
tt1091642	7.7	22
tt1092055	7.6	13
tt10922434	6.8	10
tt10923886	4.9	19
tt1092545	8.3	37
tt10927678	7.4	102
tt10931014	5.3	6
tt10931184	5.5	6
tt1093396	7.5	20
tt1093508	6.1	11
tt1093576	6.7	40
tt10938270	8.6	13
tt1094239	7.3	18
tt10945518	5.6	64
tt10946156	9.1	7
tt10946624	8.6	148
tt10948212	2.6	16
tt10948906	7.2	82
tt1095108	8.8	6
tt1095116	5.3	8
tt1095682	8.6	12
tt1095759	8.0	8
tt10970260	7.6	11
tt10974972	7.1	30
tt1097544	6.1	12
tt10989716	9.2	11
tt10994560	6.7	79
tt11006786	6.9	10
tt1101568	7.8	28
tt1102006	8.9	43
tt11020468	7.5	68
tt11020644	9.3	12
tt11021012	8.6	8
tt11021032	9.8	10
tt11021252	9.0	9
tt1102155	8.4	40
tt1102191	9.0	32
tt1102365	4.6	29
tt11023922	7.5	1358
tt11027296	9.1	27
tt11027718	8.1	26
tt1102934	7.5	50
tt11032990	4.9	1018
tt11033790	6.7	15
tt11033956	7.0	140
tt11040790	5.5	23
tt1105254	5.0	12
tt11052808	7.3	4299
tt11056488	7.6	30
tt1106032	8.0	73
tt1106115	8.8	15
tt11064472	3.8	58
tt11070812	5.1	193
tt11073502	8.6	6
tt11076840	6.4	8
tt1107816	4.4	6086
tt11078694	7.8	9
tt11082362	7.5	310
tt11083410	8.5	9
tt11092550	8.3	23
tt1109513	5.4	7
tt11096374	8.4	18
tt11100800	7.6	34
tt11102732	6.5	54
tt11103792	6.3	9
tt11109962	3.1	103
tt11110260	8.0	5
tt1111629	7.5	10
tt11116710	2.1	7
tt11131614	7.2	15
tt11131656	7.4	13
tt11136078	7.0	26
tt11136440	8.2	5
tt11137100	8.5	18
tt1113766	8.9	11
tt11143420	6.8	21
tt1114743	7.8	9
tt1115716	7.3	479
tt11164368	7.7	71
tt1116528	7.3	39
tt11166480	7.2	91
tt11166732	7.6	11
tt11177158	3.1	257
tt1118058	8.1	2715
tt11193002	7.1	2712
tt1119348	8.0	14
tt11193612	5.5	8
tt11197384	7.9	79
tt11210376	9.2	13
tt1121192	7.5	16
tt11226264	2.6	9
tt1122688	8.5	92
tt11228800	7.3	35
tt11232176	7.1	10
tt11237876	7.0	971
tt11239552	8.2	19793
tt11241504	7.7	25
tt11241932	5.8	6
tt11242874	7.9	238
tt11247166	8.3	2578
tt11253090	4.0	10683
tt11261094	8.2	6
tt11261148	7.8	1076
tt1126530	3.5	11
tt11266874	6.6	15
tt11269844	7.9	9
tt11278708	6.0	7
tt11279866	7.2	7
tt1128068	8.1	99
tt11282144	7.0	547
tt11284266	6.0	14
tt11285790	7.9	14
tt11285912	5.8	12
tt1128699	7.7	110
tt11290186	9.0	2949
tt11293212	7.6	12
tt1129398	6.7	1866
tt1129429	7.6	18
tt11295296	8.0	27
tt11296156	6.3	16
tt11299998	7.4	259
tt1130067	7.4	9
tt1130423	7.2	19
tt11306592	2.9	9
tt11308820	6.9	87
tt11309990	8.5	6
tt1132101	6.7	22
tt11321574	6.9	425
tt11322616	6.9	1488
tt11324680	6.7	27
tt11330170	7.2	15
tt11332154	6.0	10
tt1133655	7.6	21
tt1133814	6.9	11
tt1133837	6.7	62
tt11343284	7.1	26
tt11344322	6.9	38
tt11347640	7.8	10
tt11348944	7.6	23
tt1135522	7.1	538
tt1135754	7.7	12
tt11357754	5.1	211
tt1136166	7.3	32
tt1136169	7.1	57
tt1136314	7.1	11
tt1136547	6.6	9
tt11368786	7.7	66
tt11370114	5.9	8
tt1137022	3.6	87
tt1137681	6.8	51
tt1137711	7.4	13
tt11379970	5.8	6
tt11388542	5.0	61
tt1139092	5.7	75
tt11395630	6.0	112
tt11400008	6.4	399
tt11416436	7.8	8
tt11416776	4.9	41
tt1141850	7.0	9
tt11422328	9.6	23
tt1142315	7.8	14
tt1142682	7.8	29
tt1142853	6.8	26
tt1143066	7.0	7
tt1143071	7.2	8
tt11432534	6.6	56
tt11433120	6.9	22
tt11433906	7.3	53
tt11435498	8.9	171
tt1143886	6.1	34
tt11455562	5.7	11
tt11464462	5.8	13
tt1146491	7.5	14
tt1146689	8.6	12
tt11467130	7.6	26
tt1146922	8.6	17
tt1147049	7.5	36
tt11475562	5.0	9
tt11480336	6.1	11
tt1148267	6.7	21
tt11488194	6.7	8
tt11488218	6.8	8
tt11489324	10.0	5
tt11493004	7.9	25
tt11495838	6.2	10
tt11507072	8.1	22
tt1150875	7.5	6
tt11511704	7.7	401
tt11516344	8.5	29
tt11517572	7.0	67
tt1151999	7.2	58
tt11523800	6.4	166
tt1152952	7.8	69
tt11534450	6.0	165
tt11535014	7.7	11
tt11535648	6.3	22
tt11536690	7.4	184
tt1153701	5.1	36
tt11548142	8.6	57
tt11549178	2.2	5
tt11569474	7.7	12
tt11575578	5.9	16
tt1158288	7.8	8
tt1159200	6.4	103
tt11594108	6.3	58
tt11595848	7.3	21
tt1160070	8.7	15
tt1160285	7.5	1110
tt1160358	8.4	5
tt1160437	6.8	67
tt11607168	7.6	8
tt11609322	7.2	19
tt11611272	6.2	39
tt1161421	7.9	99
tt1161651	8.3	10
tt1161669	7.1	1901
tt1161690	7.8	6
tt1162811	1.9	12
tt11628984	7.6	9
tt11629492	3.9	17
tt11629758	8.5	12
tt11629790	8.8	9
tt11633000	8.2	261
tt11634360	6.3	10
tt11639310	7.2	7
tt11640022	6.3	5184
tt11645366	9.2	25
tt1164592	4.7	17
tt11647124	9.3	7
tt11647438	8.4	10
tt11650904	8.5	6
tt11652038	6.8	33
tt1165361	5.9	34
tt11654394	6.8	8
tt11664296	4.3	17
tt11672946	8.0	24
tt1167589	4.0	13
tt1167776	7.4	322
tt11681220	7.3	22
tt11681526	7.6	745
tt11682882	7.6	36
tt11684022	4.6	16
tt11685364	4.6	257
tt11687142	7.4	16
tt11690886	8.5	744
tt11692702	7.2	20
tt11701952	6.5	32
tt11702612	7.7	16
tt1170759	7.1	1388
tt1170796	7.5	1407
tt11708564	5.6	21
tt11708908	7.7	8
tt11721296	7.5	13
tt1172371	6.6	194
tt11736632	7.6	193
tt11749556	7.6	348
tt11758246	7.4	31
tt11759252	5.7	32
tt1176132	8.5	23
tt1176228	7.3	1656
tt1177092	6.6	12
tt11772314	8.4	13
tt11773740	7.6	19
tt11783232	8.4	84
tt1178468	6.4	19
tt11788332	6.6	50
tt1179213	7.7	106
tt1180329	7.5	6402
tt1180451	8.0	12
tt11817160	8.7	16
tt1183237	7.0	7
tt11835502	5.8	459
tt1183901	6.5	64
tt11843950	4.9	158
tt11844444	9.0	7
tt1184616	9.0	11
tt1184623	8.0	16
tt11865296	9.3	8
tt1186582	5.9	9
tt11866328	8.7	47
tt11866614	7.8	46
tt1186851	9.7	782
tt1186949	2.6	14
tt11870252	8.3	11
tt11872154	5.8	20
tt1187919	8.7	6
tt11880310	5.7	135
tt1188189	6.8	67
tt1188681	3.6	17
tt1188990	6.1	9984
tt11891630	8.5	19
tt1189415	5.9	14
tt1189905	7.3	11
tt11901774	6.8	27
tt1190304	6.8	7
tt1190704	6.8	7
tt11909798	7.0	5
tt11918346	6.9	7
tt11926762	7.0	7
tt1192873	6.8	49
tt1193122	8.4	13
tt11932914	7.7	220
tt11937634	6.1	14
tt1194018	7.8	38
tt1194348	7.9	11
tt1194660	6.2	132
tt11951784	6.6	7
tt1195563	7.2	157
tt11957752	5.6	8
tt11963254	7.4	17
tt1196693	7.9	15
tt11967166	8.8	7
tt1196821	8.0	18
tt11971624	9.0	278
tt11983366	5.0	49
tt11996082	6.3	17
tt11998242	8.2	33
tt12002046	8.0	5
tt12004838	8.6	1712
tt12004866	7.3	9
tt12008776	6.2	15
tt12016628	8.2	5
tt12020508	7.3	41
tt12030334	6.8	9
tt1203227	6.7	29
tt1203720	7.5	8
tt1203957	7.5	8
tt12042964	8.0	3609
tt12048260	7.8	25
tt12048430	7.3	79
tt12049024	6.6	55
tt12049084	5.2	9
tt12055730	9.5	23
tt12058566	7.0	7
tt12059024	8.0	16
tt1206060	7.0	14
tt12062726	4.1	14
tt1206879	7.7	1247
tt12076880	7.5	129
tt1207845	6.9	16
tt1208880	8.1	11
tt12094898	8.3	13
tt12106984	6.4	17
tt1210936	7.7	9
tt12110608	2.1	10
tt12118234	8.5	19
tt1211845	8.1	15
tt12120538	6.7	14
tt1212784	7.9	534
tt12133266	7.5	6
tt1213337	7.6	40
tt1213774	3.1	15
tt12140518	7.5	663
tt12149478	7.9	10
tt12151008	7.2	415
tt12152706	7.1	8
tt12167724	6.2	11
tt12180988	5.6	38
tt12186394	7.7	10
tt12188244	2.6	63
tt12194818	6.8	13
tt12198826	6.7	58
tt1220703	6.5	31
tt12213088	8.3	42
tt1221594	8.2	5
tt1223414	4.7	55
tt1223433	5.2	25
tt12234814	7.4	20
tt1223766	6.8	78
tt1224138	6.4	66
tt1224717	6.2	27
tt12251532	9.2	6
tt12265988	9.2	14
tt1227197	7.5	29
tt12273702	6.1	52
tt12277720	5.7	31
tt1228428	7.2	48
tt12285008	9.1	9
tt12287170	7.0	7
tt12288886	8.5	7
tt1228961	5.9	27
tt12292258	7.1	59
tt12292676	7.8	58
tt12295244	3.0	435
tt1229741	5.8	6
tt1230123	7.8	12
tt1230668	8.6	6
tt12308638	6.8	40
tt12318890	7.0	7
tt12325242	6.5	10
tt1232795	7.8	22
tt1233201	6.4	7
tt12337388	6.9	13
tt1234135	7.3	216
tt1234968	8.4	29
tt12358586	7.0	72
tt12366774	7.6	25
tt1237286	8.0	55
tt12375444	3.6	6
tt12378676	7.4	5
tt1237954	5.4	8
tt12386136	8.7	35
tt1239491	6.5	20
tt1239763	7.3	38
tt12402650	8.4	14
tt1240313	5.1	10
tt12409608	7.7	41
tt1241376	8.1	24
tt1241800	7.0	8
tt1242780	7.7	36
tt12428732	9.5	31
tt12435630	5.2	8
tt1243981	8.2	62
tt1244098	6.3	137
tt12441582	7.8	5
tt12446946	6.7	15
tt1244938	8.0	26
tt12453328	8.0	7
tt12453558	7.5	11
tt1245497	8.0	7
tt1245572	4.9	12
tt1245684	8.8	5
tt1246404	6.8	8
tt1248619	6.9	200
tt12489596	7.7	212
tt1249154	7.8	11
tt12499028	8.9	169
tt1250318	7.1	38
tt1250464	7.6	61
tt12519118	7.9	10
tt1252216	7.8	877
tt12529008	8.0	17
tt12532622	7.1	129
tt12537112	5.9	33
tt12550400	7.3	6
tt1255870	8.6	15
tt1255955	6.3	5293
tt1256049	7.6	335
tt1256162	7.7	288
tt1256186	8.7	4272
tt12579328	7.8	427
tt12580286	7.1	22
tt12580484	7.9	11
tt1258301	7.4	6
tt12586502	4.7	66
tt12587236	4.6	11
tt12587830	8.4	334
tt12593058	4.3	207
tt12600356	8.0	5
tt1260338	4.4	13
tt1260596	6.5	539
tt1260969	6.5	19
tt12624262	7.2	57
tt12624564	6.2	25
tt12630068	8.0	27
tt1263280	8.1	1439
tt12636002	5.1	143
tt1263604	7.2	150
tt1264064	7.2	68
tt12643388	7.1	11
tt1264379	8.0	103
tt12655016	7.2	20
tt1266561	1.1	13
tt12670516	8.3	85
tt12672620	6.4	5564
tt12675604	6.2	133
tt1267964	8.0	861
tt1268163	8.7	47
tt12692498	7.7	259
tt12693816	7.1	109
tt12695942	8.0	7
tt12701928	5.1	32
tt12703388	10.0	7
tt1270339	5.4	40
tt12724230	8.6	8
tt12730406	8.0	5
tt12731180	4.4	5
tt1273570	6.6	11
tt1273595	7.3	13
tt1274179	6.3	16
tt12744534	8.1	42
tt12744816	5.5	8
tt12753698	7.1	2937
tt1275567	4.8	14
tt12758948	7.4	10
tt12764602	7.6	8
tt12765404	7.0	67
tt1276825	6.8	20
tt12772880	7.2	7757
tt1277661	7.2	6
tt1277891	7.2	93
tt1277998	8.0	14
tt1278176	6.0	9
tt12782162	8.0	54
tt1278274	7.2	15
tt12789414	4.8	5
tt1279389	9.2	7
tt1279476	5.4	7
tt12799560	9.0	14
tt12800808	8.7	8
tt1280169	7.9	48
tt12809442	5.6	12
tt12810506	8.2	6
tt1281430	6.5	14
tt1281435	6.9	14
tt12814750	7.2	12
tt1281938	4.5	16
tt1282093	7.7	54
tt1282164	8.3	33
tt1282224	6.2	130
tt12832826	6.4	12
tt12845470	8.4	9
tt1284572	5.9	155
tt1285284	7.0	13
tt1285434	7.6	1127
tt12854984	4.0	19
tt1285572	6.7	11
tt12860598	7.1	11
tt1286733	6.5	17
tt12867386	8.2	40
tt1287349	6.4	128
tt12874990	7.0	261
tt12879078	7.8	13
tt12880144	7.5	11
tt1288209	8.9	13
tt12886818	6.9	13
tt1289806	7.6	208
tt1289974	7.6	99
tt1290054	5.2	118
tt12906784	2.7	1035
tt1291072	7.3	52
tt1291182	5.2	1061
tt1291654	6.3	17
tt12916958	8.3	23
tt12926264	7.7	13
tt1292720	6.8	12
tt1294055	7.4	165
tt1294678	3.8	9
tt1294977	8.0	894
tt1295067	2.8	244
tt12960200	6.0	5
tt1296091	7.6	8
tt1296317	7.6	238
tt12964320	5.5	15618
tt1296573	8.3	31
tt1296987	7.1	46
tt1297294	7.9	14
tt12974908	6.5	25
tt1297810	7.6	8
tt1298761	6.2	422
tt12989948	5.6	25
tt12993724	8.0	41
tt12999392	7.5	7
tt13000898	8.7	6
tt1300219	7.1	10
tt13003572	9.0	6
tt1301313	5.1	62
tt13014316	7.4	854
tt1302170	8.9	66
tt13021866	7.6	40
tt13024966	7.0	6
tt1302674	6.8	6
tt13027206	7.9	72
tt1303745	7.2	324
tt13039194	7.9	22
tt1304081	8.8	6
tt13048984	9.0	9
tt13051724	6.4	2977
tt1305545	6.6	25
tt13056108	3.8	128
tt13061946	5.2	159
tt1306736	7.4	48
tt13070112	8.8	7
tt1307699	5.0	22
tt13077554	7.0	17
tt1309411	7.6	5
tt13094286	7.8	4063
tt1309681	8.1	7
tt1310932	4.3	10
tt13109844	7.4	67
tt1312020	6.8	50
tt13120704	7.3	13
tt1312099	2.8	130
tt1312526	6.1	9
tt1312745	6.4	19
tt1313158	5.8	70
tt13136078	7.0	7
tt1314047	6.3	8
tt1314332	5.7	49
tt1315062	4.6	21
tt13154468	4.8	13
tt1315844	7.4	10
tt13158708	7.7	23
tt13162036	7.8	176
tt13162520	7.8	8
tt13174008	6.0	5
tt1318159	7.4	7
tt13195592	7.0	5
tt13199942	7.3	29
tt1320093	7.0	439
tt1320419	8.2	14
tt13206664	8.2	12
tt13210486	8.2	12
tt1321100	5.8	9
tt1321231	7.8	12
tt1321261	7.0	333
tt1321311	8.3	118
tt13215464	7.3	10
tt13216368	5.9	17
tt13217512	7.3	66
tt13218176	5.9	282
tt1321940	7.3	71
tt1322176	8.9	22
tt1323157	6.9	26
tt13233316	7.8	21
tt13235826	9.6	5
tt13235972	7.9	13
tt1323686	6.4	5
tt13238714	7.6	10
tt13242104	7.3	7
tt13244390	6.4	1014
tt13247416	7.9	25
tt13249730	7.3	30
tt13250314	5.1	308
tt13259622	8.5	991
tt1326149	5.8	19
tt1326269	7.5	14
tt13267916	5.5	21
tt1326807	8.2	32
tt1326905	7.3	38
tt1327136	6.5	112
tt13273786	8.3	9
tt13282164	6.6	12
tt13285696	6.1	13
tt13286530	9.2	285
tt13292638	5.7	15
tt13292840	8.8	35
tt13294304	6.7	9
tt13294378	7.3	14
tt1329802	6.9	13
tt1329941	7.9	16
tt1329950	8.0	17
tt1330618	3.8	277
tt13308046	6.8	49
tt13309552	5.4	665
tt13311076	8.2	8
tt13321514	4.1	14
tt13322036	7.1	12
tt13322816	8.0	221
tt13328420	5.0	26
tt13330106	3.7	188
tt13331608	7.4	22
tt13331946	7.7	68
tt13334256	7.2	39
tt13341092	7.6	46
tt13345088	7.0	58
tt1335447	7.1	22
tt13354560	6.2	315
tt13357382	9.9	7
tt1337242	7.5	64
tt13374544	6.1	12
tt1337614	4.2	24
tt1337700	7.8	12
tt13388530	8.1	40
tt1339093	9.2	11
tt13392924	6.2	62
tt1339404	2.9	173
tt1339551	7.0	87
tt13405068	8.2	18
tt13423046	8.5	33
tt13423392	7.4	7
tt13423752	7.5	105
tt13427640	8.1	203
tt1343082	6.5	35
tt13434482	6.5	7
tt13445900	5.0	7
tt1344728	8.7	11
tt13456360	7.7	13
tt1345786	7.6	43
tt13457948	6.2	38
tt1346157	6.0	9
tt1346176	6.1	10
tt1346185	7.2	14
tt1346306	6.4	7
tt13464854	7.9	16
tt13472194	7.2	34
tt1347409	6.3	17
tt1348543	6.8	46
tt1348637	8.0	33
tt13486488	6.3	11
tt13488930	7.4	14
tt1349459	5.5	6
tt13496088	7.9	10
tt13505010	7.4	72
tt1351133	6.1	211
tt1351532	5.3	7
tt13521534	7.4	68
tt1352672	7.2	23
tt13529008	8.6	51
tt13552516	9.3	19
tt13552796	7.4	5
tt13560816	5.8	47
tt13561952	7.4	17
tt1356309	5.8	17
tt13563118	9.9	18
tt13563292	6.8	10
tt1356541	6.6	15
tt1357045	8.2	5
tt13572026	7.8	16
tt13588058	7.7	7
tt13588896	6.9	8
tt13589044	7.8	6
tt13591736	8.5	11
tt13595992	6.4	15
tt1360545	8.5	26
tt1360689	6.9	50
tt1361213	6.0	35
tt13620070	4.8	6
tt1362134	7.1	20
tt13622146	7.5	1440
tt13630506	7.4	170
tt13635746	7.9	10
tt1364118	7.2	17
tt13649564	6.3	90
tt1365441	4.9	141
tt13657302	8.2	23
tt13660426	7.0	10
tt13660710	5.2	6
tt13666276	8.7	51
tt13666530	8.3	159
tt13671346	8.4	55
tt1368275	6.8	6
tt13693568	8.2	701
tt13694632	7.7	41
tt13694964	7.5	596
tt13700922	9.2	16
tt13705532	5.7	32
tt13715230	9.0	24
tt13715906	8.8	6
tt13717512	4.7	10
tt1371820	6.7	1249
tt13728278	7.1	20
tt13729220	6.8	3874
tt1373153	6.1	7
tt13731632	6.9	12
tt13743630	4.1	35
tt13743956	8.1	81
tt13751430	8.4	17
tt13755070	6.9	12
tt13765268	5.2	12
tt1376553	7.0	1243
tt13766244	7.8	51
tt1376768	7.8	1249
tt13778976	5.1	102
tt1378856	7.6	46
tt1379092	7.6	636
tt13794394	8.2	8
tt13801666	2.6	38
tt13803738	7.2	5
tt1381638	7.3	30
tt13821392	6.0	7
tt1382448	8.6	8
tt1383291	7.7	10
tt13833424	6.4	7
tt13835642	7.2	13
tt13839416	6.1	87
tt1384960	7.3	9
tt1385362	7.1	21
tt13857696	6.1	47
tt1386627	7.3	44
tt13872650	5.5	8
tt13875760	6.8	34
tt13884054	9.6	9
tt1388412	7.5	155
tt13885592	6.8	1420
tt13887666	6.8	5
tt13893278	6.8	235
tt13893470	6.8	18
tt13893698	6.1	15
tt1389558	5.9	13
tt13897664	7.0	6
tt13904268	5.4	12
tt1390438	8.4	8
tt13906376	4.1	7
tt1391767	7.2	6
tt13919830	5.2	25
tt13920180	6.8	32
tt1392158	5.8	639
tt1392182	5.3	8
tt13926608	5.3	16
tt1392913	7.6	9
tt1393736	7.9	43
tt13937534	5.4	9
tt13943040	5.6	174
tt13944728	1.3	355
tt13954746	6.8	30
tt13956756	6.2	23
tt1395804	5.9	8
tt1396492	7.0	8
tt13966644	6.7	68
tt13968348	7.9	57
tt13982382	7.0	6
tt1399122	6.2	16
tt1399724	7.8	37
tt1400008	5.2	8
tt1400232	7.6	21
tt14008444	7.9	23
tt14011884	6.0	32
tt14016500	7.3	42146
tt14016776	9.1	10
tt14017094	9.1	1379
tt14020698	7.3	18
tt14022042	2.7	12
tt1402213	7.4	519
tt14023398	5.2	22
tt1402912	8.5	17
tt14036974	6.9	67
tt14041252	5.4	8
tt14049186	8.0	11
tt14054678	6.9	220
tt14056100	8.8	11
tt1405809	6.9	3751
tt14059304	6.0	102
tt14061478	8.2	156
tt14061622	8.4	49
tt1406336	7.6	12
tt14068562	8.2	1919
tt1407019	6.9	8
tt14081460	6.8	480
tt14083038	7.7	10
tt14083478	8.0	238
tt14086862	7.0	23
tt14090558	8.0	12
tt1409662	6.9	31
tt14103164	7.7	21
tt1410501	9.0	8
tt1410670	6.9	19
tt14111894	6.0	15
tt1411915	6.6	97
tt14129168	8.7	20
tt14133458	7.4	558
tt14147550	6.9	745
tt1415224	6.0	181
tt14153738	7.4	76
tt14154734	7.6	25
tt14164294	6.8	16
tt14167824	7.2	29
tt1416876	7.7	33
tt14169748	7.7	293
tt1419308	7.8	8
tt14198138	6.8	20
tt14201658	6.6	30
tt14206468	6.8	7
tt14219692	6.2	38
tt1423866	7.0	23
tt14244462	7.7	8
tt14244490	8.0	9
tt14246536	6.8	152
tt14253168	8.7	8
tt1425574	9.4	7
tt1425600	6.5	11
tt14256224	8.0	8
tt14268074	7.4	11
tt14270502	7.9	13
tt14273054	8.3	104
tt14274284	6.8	31
tt14275882	8.7	14
tt14277322	6.4	526
tt14279982	7.1	7074
tt14280222	7.2	36
tt14283630	4.3	7
tt1428448	4.2	191
tt14306934	5.5	9
tt14308664	8.8	13
tt14316998	9.3	7
tt14323116	6.2	10
tt1432339	6.2	97
tt1432702	7.3	19
tt1432710	7.9	19
tt1433440	6.4	6
tt1433495	6.6	2650
tt14336670	6.4	19
tt14339382	6.1	16
tt1434463	6.2	10
tt1434839	7.8	12
tt14348986	4.4	28
tt14355240	7.6	8
tt1436277	5.9	26
tt1436512	8.3	10
tt1436564	6.9	32
tt14368956	6.2	19
tt1437921	4.3	11
tt1438106	7.8	18
tt14386450	7.6	57
tt14387616	7.2	7
tt1438806	6.8	9
tt14390284	4.6	20
tt1439260	8.0	7
tt14398228	9.1	8129
tt14403086	7.4	9
tt14419744	7.0	276
tt1442534	5.3	8
tt14432706	8.8	15
tt1443934	5.5	15
tt14439812	8.6	2834
tt1444035	8.1	10
tt14449544	9.0	5
tt1445725	7.0	12
tt14457908	5.5	18
tt1446069	5.4	75
tt1446118	5.8	8
tt14464838	8.3	14
tt1446738	7.6	80
tt14470960	7.7	35
tt1447136	2.0	7
tt1447378	7.1	94
tt14484402	5.6	7
tt1448785	9.9	24
tt1450354	1.6	27
tt1450806	7.8	443
tt14508702	9.1	22
tt1450945	6.9	15
tt14512896	6.7	122
tt14523514	7.8	16
tt14527660	9.1	9
tt14531236	6.5	22
tt14539500	7.9	107
tt1454161	8.5	12
tt1455045	5.2	112
tt14556124	8.3	10
