tconst	averageRating	numVotes
tt0427629	5.6	150
tt0427680	7.5	13
tt0428075	6.1	17
tt0428171	5.0	6
tt0429647	5.6	21
tt0429757	8.2	12
tt0431620	7.5	15
tt0431881	4.2	8
tt0432654	6.9	8
tt0433325	5.9	105
tt0433361	7.7	29
tt0433737	6.5	66
tt0434286	6.3	50
tt0434539	5.5	16
tt0434735	6.8	3002
tt0435339	5.9	11
tt0435378	7.7	24
tt0435864	5.5	13
tt0436524	6.5	661
tt0436697	7.3	116156
tt0436743	7.1	43
tt0437391	5.7	14
tt0437540	7.2	13
tt0437791	8.2	50
tt0437802	5.4	9
tt0438289	5.8	19
tt0438900	3.7	37
tt0439385	5.5	1614
tt0439411	6.7	36
tt0439804	5.2	7
tt0439973	8.7	47
tt0441269	4.0	7
tt0441662	3.1	58
tt0442267	7.2	14
tt0443668	6.2	20
tt0443958	8.6	9
tt0445138	7.8	167
tt0445913	6.4	143
tt0446395	8.0	60
tt0447660	8.8	20
tt0448172	4.5	5043
tt0448618	7.5	173
tt0449357	4.8	161
tt0449834	5.4	62
tt0451667	5.4	12
tt0451919	7.4	7988
tt0452344	5.1	15
tt0452626	7.1	19
tt0453611	3.8	14
tt0454091	7.2	13
tt0454219	7.4	11
tt0454803	8.4	684
tt0454991	6.0	24
tt0455066	8.4	17
tt0455348	5.6	42
tt0455611	5.8	30
tt0455619	6.0	10
tt0455853	4.4	260
tt0455905	6.8	464
tt0456125	7.0	47
tt0456177	6.6	29
tt0456844	6.7	62
tt0457802	7.3	2205
tt0458178	6.8	761
tt0458349	5.1	829
tt0459522	6.4	51
tt0459733	6.4	52
tt0460455	8.2	8
tt0461613	6.7	1315
tt0461969	8.3	14
tt0462486	7.4	8
tt0462757	6.7	268
tt0464049	6.8	21542
tt0464775	7.0	16
tt0465450	6.7	28
tt0465500	7.8	237
tt0466119	6.6	19
tt0466130	7.4	30
tt0468429	5.6	7
tt0468574	7.8	38
tt0469071	8.7	33
tt0469138	5.3	9
tt0469243	4.3	30
tt0471029	6.6	21
tt0471935	5.0	15
tt0472075	8.5	28
tt0472741	4.4	40
tt0472850	6.5	11
tt0473338	8.5	77
tt0475413	8.4	48
tt0476088	8.6	20
tt0476591	7.9	56
tt0476600	8.5	7
tt0476692	6.0	15
tt0476823	5.6	5
tt0477185	4.0	10
tt0477326	6.4	17
tt0477900	3.7	16
tt0478028	6.6	6
tt0478187	7.1	89
tt0478791	7.3	90
tt0480498	5.8	140
tt0481448	8.7	412
tt0482490	6.8	7
tt0482520	7.0	19
tt0483988	6.0	53
tt0484127	6.3	8
tt0484301	4.2	23
tt0484449	8.3	9
tt0485296	8.4	104
tt0485500	8.5	9
tt0485578	5.4	80
tt0485673	6.2	54
tt0486176	6.4	15
tt0486202	6.1	17
tt0486877	4.6	30
tt0488032	6.6	50
tt0488510	7.1	48
tt0488774	7.1	11
tt0489522	6.2	243
tt0490832	7.2	423
tt0491168	3.5	125
tt0491589	5.7	98
tt0491731	7.9	38
tt0491900	7.2	15
tt0492875	6.8	127
tt0493322	3.9	665
tt0493945	5.2	7
tt0496799	6.6	313
tt0497570	6.3	27
tt0499011	8.5	26
tt0500355	8.0	264
tt0501385	5.2	5
tt0502066	7.8	18
tt0502223	8.6	1335
tt0502237	8.1	1217
tt0502393	5.5	9
tt0502655	7.6	254
tt0503507	7.9	45
tt0503579	6.5	74
tt0503749	6.5	59
tt0504199	7.1	353
tt0504942	6.7	215
tt0505402	8.1	90
tt0505429	7.6	227
tt0505462	7.5	419
tt0505574	8.5	18
tt0505618	6.2	39
tt0505762	6.8	17
tt0506061	6.3	15
tt0506108	7.8	17
tt0506545	7.3	37
tt0507564	7.7	12
tt0507821	6.8	107
tt0507823	6.9	138
tt0508112	6.3	861
tt0508134	8.1	2000
tt0508545	8.6	100
tt0508556	7.4	110
tt0508756	7.1	59
tt0509082	7.7	55
tt0509365	8.0	10
tt0509634	8.3	16
tt0510048	5.8	7
tt0510372	7.0	165
tt0510751	6.7	17
tt0510797	7.5	22
tt0510824	7.7	45
tt0511266	7.4	13
tt0511462	6.5	61
tt0512316	6.7	157
tt0512493	7.9	316
tt0512512	4.7	265
tt0512533	6.6	208
tt0512543	6.9	189
tt0512603	7.7	283
tt0513437	6.9	21
tt0514279	7.0	32
tt0514462	6.7	524
tt0514570	6.1	22
tt0515704	7.2	54
tt0516433	7.0	8
tt0516450	8.7	88
tt0516708	7.2	33
tt0517389	7.7	81
tt0517400	7.5	33
tt0518366	7.6	224
tt0518860	6.7	79
tt0519044	8.1	153
tt0519372	7.8	53
tt0519488	7.1	354
tt0519578	7.9	2907
tt0520466	7.7	11
tt0520673	7.7	104
tt0521183	9.6	15
tt0521222	8.5	10
tt0521307	8.4	12
tt0522638	7.0	66
tt0522659	8.3	90
tt0522748	7.3	188
tt0522827	6.9	138
tt0523223	7.1	351
tt0524415	7.5	96
tt0524472	6.0	13
tt0524838	8.0	15
tt0524842	7.6	13
tt0525068	7.8	31
tt0525155	8.0	40
tt0525470	7.4	31
tt0525679	8.0	28
tt0525831	8.2	45
tt0526110	8.5	120
tt0526155	6.8	82
tt0526267	7.4	28
tt0526388	7.6	63
tt0526945	6.2	22
tt0527229	7.9	56
tt0527314	8.0	7
tt0527699	7.9	25
tt0527977	8.1	22
tt0529802	7.7	112
tt0530590	8.1	33
tt0531121	7.6	225
tt0531193	7.6	18
tt0531265	8.0	19
tt0532238	7.5	9
tt0532603	8.7	26
tt0532607	8.4	30
tt0532623	7.0	10
tt0533417	8.7	3864
tt0533848	8.0	35
tt0534557	5.6	28
tt0535161	8.5	57
tt0535166	8.1	70
tt0536129	7.0	5
tt0536342	6.6	14
tt0536358	7.7	94
tt0536550	6.8	62
tt0536617	7.2	31
tt0536653	7.4	56
tt0536993	7.5	19
tt0537177	6.3	12
tt0537438	7.1	20
tt0537658	7.3	41
tt0538535	6.5	11
tt0538747	8.5	64
tt0538815	7.8	82
tt0538829	8.3	62
tt0539721	7.5	420
tt0539760	7.3	409
tt0540174	8.0	90
tt0540201	7.8	28
tt0540448	6.6	17
tt0541134	7.0	6
tt0541928	7.4	16
tt0542013	6.1	13
tt0542397	6.5	35
tt0542699	7.5	16
tt0543349	7.2	12
tt0543534	8.2	66
tt0543549	8.1	43
tt0543877	7.7	44
tt0543993	7.4	46
tt0544308	8.0	9
tt0544538	8.2	109
tt0544600	8.2	82
tt0545128	8.1	99
tt0549833	6.9	18
tt0550868	7.7	46
tt0550948	7.9	31
tt0551385	8.3	1983
tt0552177	7.5	35
tt0552229	8.1	19
tt0552316	8.0	160
tt0553073	6.6	25
tt0554145	6.3	18
tt0554154	6.4	16
tt0554535	8.4	253
tt0554918	8.2	10
tt0554927	8.2	7
tt0554939	7.2	14
tt0555152	8.0	468
tt0556526	8.0	6
tt0557579	7.4	50
tt0558090	7.5	24
tt0558682	8.0	98
tt0559285	7.8	166
tt0559604	6.1	13
tt0559662	6.7	17
tt0559827	7.5	247
tt0560328	8.2	88
tt0560654	5.9	12
tt0560658	6.8	11
tt0561042	8.9	12
tt0561061	7.6	26
tt0562607	8.0	415
tt0562850	9.0	1167
tt0564148	7.8	7
tt0565099	7.5	33
tt0565110	7.3	10
tt0565447	7.5	121
tt0565570	9.2	18
tt0565946	8.0	36
tt0566313	7.2	5
tt0566515	7.4	156
tt0567062	7.7	101
tt0567071	7.8	86
tt0567298	8.9	26
tt0567539	7.3	99
tt0568476	7.5	102
tt0568477	7.5	64
tt0568487	7.1	126
tt0569095	7.2	115
tt0569325	8.6	17
tt0569396	7.2	192
tt0569997	7.1	38
tt0570041	7.6	90
tt0570378	4.3	19
tt0570426	7.2	25
tt0570460	7.7	120
tt0572186	8.5	2392
tt0573911	7.8	53
tt0573928	8.5	67
tt0574152	7.4	420
tt0574526	5.7	27
tt0574737	7.3	29
tt0574780	7.6	23
tt0574904	7.6	26
tt0575106	7.7	25
tt0575540	7.4	9
tt0575544	7.0	8
tt0575608	6.2	9
tt0575673	7.3	221
tt0576436	6.9	17
tt0576781	7.7	33
tt0577164	7.4	135
tt0577328	6.8	177
tt0577423	8.1	37
tt0577759	6.0	52
tt0577833	6.9	71
tt0578675	8.3	71
tt0579917	6.8	13
tt0580181	7.2	185
tt0580238	7.1	296
tt0580427	7.0	25
tt0580432	7.3	24
tt0580463	6.5	33
tt0580746	9.0	12
tt0580797	8.2	12
tt0581264	7.5	9
tt0581842	6.7	23
tt0581867	7.9	32
tt0581956	7.0	26
tt0582408	7.6	877
tt0582499	8.1	993
tt0582975	7.4	595
tt0583002	8.0	977
tt0583533	7.9	4500
tt0583881	8.6	17
tt0584231	6.8	237
tt0584367	7.2	11
tt0584440	7.7	2557
tt0584812	8.2	16
tt0584830	8.0	18
tt0587285	7.1	51
tt0587510	7.5	145
tt0587785	6.6	20
tt0588241	6.8	26
tt0588264	7.6	61
tt0589737	7.2	521
tt0589796	7.2	749
tt0589928	7.8	58
tt0590982	6.4	34
tt0591051	6.9	42
tt0592484	3.0	13
tt0592821	7.3	86
tt0593270	7.0	59
tt0593318	6.6	53
tt0593327	6.6	233
tt0593907	7.7	22
tt0594123	7.3	166
tt0594178	7.5	184
tt0594537	7.8	169
tt0595841	6.7	21
tt0596390	6.2	5
tt0596519	7.4	14
tt0596944	7.6	35
tt0597047	6.6	64
tt0597279	7.0	83
tt0597499	7.7	78
tt0597510	8.4	111
tt0597645	8.3	113
tt0598105	6.7	232
tt0598382	7.4	18
tt0598435	7.3	20
tt0598826	7.5	24
tt0600090	6.8	30
tt0600092	6.4	28
tt0600628	7.0	8
tt0600641	6.9	9
tt0601760	7.4	85
tt0602191	6.1	41
tt0603506	7.3	207
tt0603539	7.7	232
tt0603556	7.6	229
tt0604573	5.4	15
tt0604634	8.4	294
tt0604799	5.7	23
tt0605198	7.4	13
tt0605599	6.0	10
tt0608504	8.0	135
tt0609111	7.5	185
tt0609140	7.1	220
tt0609181	7.3	227
tt0609425	6.9	60
tt0609986	7.0	39
tt0610364	7.8	11
tt0610420	6.8	46
tt0610726	7.6	9
tt0610864	6.7	147
tt0611312	8.0	11
tt0612758	7.7	33
tt0613019	7.6	22
tt0613380	7.3	119
tt0613513	6.3	23
tt0613585	8.0	41
tt0613911	7.8	87
tt0613927	7.7	103
tt0614343	8.0	23
tt0614380	7.2	17
tt0614810	6.7	66
tt0615018	5.0	10
tt0616616	8.8	39
tt0616720	7.5	94
tt0616741	7.8	28
tt0616759	7.0	16
tt0616792	7.5	52
tt0617206	8.4	75
tt0617727	6.8	12
tt0617728	7.4	15
tt0618734	7.9	74
tt0619137	8.1	262
tt0619683	8.0	114
tt0620199	7.1	297
tt0620488	7.7	22
tt0620773	7.6	90
tt0621292	7.9	127
tt0621365	7.5	239
tt0621642	7.2	56
tt0622117	7.0	29
tt0623424	7.8	6
tt0624048	7.1	33
tt0624070	8.0	38
tt0624400	8.3	29
tt0624417	8.9	34
tt0624716	8.6	95
tt0625546	8.3	18
tt0626465	7.2	10
tt0626968	7.6	72
tt0628335	8.8	89
tt0629001	8.0	94
tt0629077	8.0	84
tt0629593	8.0	340
tt0630438	8.4	17
tt0630770	8.0	27
tt0631751	7.6	40
tt0632161	8.7	43
tt0633017	8.1	370
tt0633224	8.0	16
tt0633794	6.0	7
tt0634072	8.0	26
tt0634144	7.5	19
tt0635072	7.4	9
tt0635139	6.9	239
tt0635512	8.6	56
tt0636455	7.4	25
tt0636680	7.0	58
tt0638268	8.4	721
tt0638885	7.4	121
tt0639066	8.9	48
tt0639079	9.0	38
tt0639205	6.4	51
tt0639588	8.3	22
tt0639617	7.4	320
tt0639671	7.9	404
tt0639817	8.4	21
tt0640288	8.1	754
tt0641083	7.2	88
tt0641224	7.4	41
tt0641552	7.7	113
tt0641701	7.5	150
tt0641847	8.4	19
tt0642376	7.9	596
tt0642699	7.7	46
tt0644738	7.3	33
tt0644783	7.2	48
tt0645052	8.6	48
tt0645439	8.2	20
tt0645628	7.8	361
tt0646080	7.5	120
tt0646082	7.9	79
tt0646315	6.9	46
tt0647654	7.5	442
tt0647669	7.9	512
tt0648590	3.8	21
tt0649255	7.1	141
tt0649738	7.2	14
tt0649830	7.7	43
tt0649840	8.0	35
tt0650051	7.8	34
tt0650984	7.3	753
tt0651901	8.1	51
tt0652098	8.1	26
tt0653023	4.2	9
tt0653212	7.9	125
tt0653218	7.4	120
tt0653246	7.1	34
tt0653667	7.6	330
tt0654728	6.7	11
tt0654794	7.5	14
tt0655003	8.2	65
tt0655124	6.9	59
tt0655541	7.7	12
tt0656764	8.4	87
tt0657863	7.6	5
tt0658769	8.6	106
tt0658876	6.4	10
tt0659222	7.1	10
tt0659584	6.1	12
tt0659850	7.4	26
tt0660032	7.4	81
tt0663094	7.2	48
tt0663294	7.8	10
tt0663921	7.3	448
tt0664300	8.0	71
tt0666243	8.1	475
tt0666264	7.9	404
tt0666848	8.1	12
tt0667780	6.9	12
tt0667838	8.3	688
tt0667895	6.2	165
tt0667966	7.1	248
tt0668442	7.1	52
tt0668634	6.4	33
tt0668926	7.7	13
tt0669296	8.2	19
tt0670832	6.7	8
tt0672389	7.3	16
tt0672415	8.4	8
tt0673504	7.5	269
tt0673655	7.5	130
tt0673690	7.6	83
tt0673837	7.7	36
tt0673961	7.1	31
tt0676271	8.2	841
tt0677213	6.3	73
tt0677302	7.9	84
tt0677353	5.8	68
tt0677587	7.2	154
tt0679039	8.1	20
tt0679832	6.2	64
tt0680021	6.2	34
tt0680052	8.4	57
tt0680241	6.6	21
tt0680625	7.9	31
tt0680627	8.6	39
tt0680649	6.6	6
tt0681171	7.8	459
tt0681771	7.2	79
tt0681789	7.6	78
tt0683783	4.2	18
tt0683984	8.0	37
tt0684518	7.1	10
tt0684962	6.9	10
tt0685048	6.7	48
tt0685087	5.6	35
tt0685350	6.9	23
tt0685659	8.5	43
tt0686939	7.0	35
tt0687949	7.5	32
tt0688152	6.7	14
tt0688890	7.9	263
tt0688910	7.7	277
tt0688958	8.1	264
tt0689437	6.1	21
tt0689803	8.4	38
tt0690473	6.5	64
tt0690484	7.9	82
tt0690748	7.8	50
tt0691436	7.6	24
tt0691584	8.3	93
tt0693096	7.4	261
tt0693114	6.4	154
tt0693536	7.4	162
tt0694470	7.0	84
tt0694566	6.3	84
tt0695863	7.2	14
tt0696158	7.7	17
tt0696460	6.1	46
tt0696477	9.3	14
tt0696511	9.4	15
tt0696569	8.0	1586
tt0696934	6.8	156
tt0697320	7.3	55
tt0697679	9.5	9255
tt0698290	7.2	17
tt0698520	7.6	43
tt0698530	6.9	38
tt0698903	7.0	33
tt0699311	8.8	26
tt0699314	7.1	26
tt0699448	7.7	36
tt0699474	7.2	11
tt0700615	7.1	29
tt0700618	6.7	28
tt0700872	6.9	62
tt0700907	7.0	45
tt0701164	8.6	5034
tt0701184	8.8	4612
tt0701185	6.8	1605
tt0701274	7.2	1723
tt0701618	7.9	11
tt0702058	7.2	113
tt0702517	6.1	21
tt0702662	7.7	183
tt0703134	8.2	23
tt0703263	6.7	8
tt0703293	6.6	10
tt0703755	7.8	128
tt0705304	6.2	14
tt0705321	7.4	15
tt0705451	8.6	13
tt0705921	8.3	2984
tt0706066	7.9	44
tt0706338	7.2	258
tt0708442	7.5	3496
tt0708632	7.0	2424
tt0708711	6.6	2721
tt0708783	7.1	3686
tt0709185	7.6	1867
tt0709396	8.5	24
tt0709543	6.2	212
tt0709671	7.9	11
tt0709971	6.9	126
tt0710368	7.6	172
tt0710699	6.5	9
tt0711116	6.7	7
tt0711167	7.8	103
tt0711944	7.7	10
tt0712623	6.6	20
tt0712756	7.5	21
tt0712973	7.3	173
tt0713449	7.3	33
tt0713967	5.8	30
tt0714459	7.8	147
tt0714626	7.9	14
tt0715484	7.0	59
tt0715716	4.9	12
tt0717250	7.8	54
tt0717498	7.3	579
tt0718484	7.0	117
tt0719107	7.8	211
tt0720343	7.7	12
tt0720490	7.5	77
tt0720944	8.3	102
tt0721282	8.0	53
tt0723112	7.9	185
tt0723720	7.5	22
tt0723818	6.9	50
tt0723848	5.2	7
tt0723920	2.2	16
tt0723938	7.6	56
tt0724049	8.3	54
tt0727738	7.9	23
tt0728579	6.0	19
tt0731241	6.3	11
tt0732173	7.7	86
tt0734430	7.8	36
tt0734434	8.5	109
tt0734592	7.1	5206
tt0735183	8.3	1531
tt0735196	6.4	13
tt0735861	8.2	31
tt0736816	8.1	22
tt0737493	7.8	10
tt0737783	8.3	71
tt0737805	7.9	68
tt0738575	5.5	30
tt0738942	8.8	19
tt0739092	8.2	34
tt0739397	7.5	28
tt0739512	7.5	881
tt0739519	7.3	1403
tt0740999	7.4	74
tt0742420	7.4	11
tt0742522	7.2	69
tt0743141	7.9	82
tt0743196	7.2	85
tt0743563	7.2	130
tt0743699	7.1	117
tt0743875	7.8	139
tt0744033	7.6	59
tt0744039	7.5	57
tt0744269	7.1	19
tt0745626	7.9	831
tt0746046	8.1	70
tt0746356	8.1	31
tt0746558	7.5	56
tt0746624	8.2	25
tt0747135	8.5	53
tt0748096	8.1	60
tt0748156	7.7	51
tt0748382	7.0	8
tt0748460	7.3	40
tt0748477	7.3	8
tt0748757	7.6	309
tt0748768	8.1	323
tt0748936	5.5	8
tt0749199	8.0	117
tt0749266	7.9	109
tt0749938	8.3	6
tt0750337	8.4	323
tt0750612	8.2	10
tt0750651	7.2	16
tt0751129	7.3	5987
tt0751309	7.9	1117
tt0751613	7.2	46
tt0751717	6.8	26
tt0751726	6.7	25
tt0751767	6.3	22
tt0755050	7.6	8
tt0755068	7.5	9
tt0755484	8.7	83
tt0756260	7.7	229
tt0756832	8.2	20
tt0757347	7.7	141
tt0758007	6.4	7
tt0758773	6.4	9
tt0759076	7.5	31
tt0759919	5.3	10
tt0759941	6.9	17
tt0760241	8.7	14
tt0760246	7.6	15
tt0760584	6.9	24
tt0760946	7.0	25
tt0761147	7.2	538
tt0761289	8.8	4150
tt0761369	7.8	106
tt0763577	7.9	32
tt0763716	8.7	37
tt0765089	6.6	26
tt0765813	5.2	32
tt0765996	2.9	35
tt0766059	6.6	53
tt0766584	8.4	24
tt0767901	2.5	38
tt0768241	6.5	79
tt0768296	7.7	31
tt0768311	7.3	234
tt0769085	7.0	12
tt0769807	7.0	7
tt0769992	8.0	28
tt0770163	8.1	40
tt0770166	5.4	35
tt0770742	5.7	255
tt0771144	8.0	7
tt0771370	7.5	21
tt0771661	6.8	16
tt0772154	6.2	113
tt0774800	3.7	21
tt0775536	3.2	668
tt0776015	7.5	77
tt0776198	6.9	461
tt0777296	5.6	14
tt0778460	7.4	14
tt0779708	8.3	46
tt0779878	8.8	24
tt0783234	6.3	4391
tt0783404	4.5	512
tt0783511	6.6	517
tt0783746	7.3	8
tt0783855	7.1	55
tt0784221	5.8	57
tt0784486	7.3	35
tt0784827	8.3	23
tt0785048	4.8	90
tt0785297	7.0	381
tt0785356	7.3	84
tt0785950	5.3	49
tt0787325	8.2	8
tt0787541	6.8	58
tt0788611	9.6	7
tt0789727	8.7	147
tt0790011	5.8	74
tt0791454	6.1	23
tt0792462	9.0	6
tt0793206	5.3	10
tt0794292	5.5	10
tt0794373	6.1	321
tt0794412	7.2	18
tt0794689	6.3	14
tt0795130	9.6	14
tt0795434	7.1	22969
tt0795542	6.5	14
tt0796239	6.4	287
tt0796938	5.7	14
tt0799280	6.4	13
tt0799413	7.0	75
tt0799662	8.4	18
tt0800581	9.1	30
tt0801538	7.3	37
tt0803080	4.8	1042
tt0803317	8.0	29
tt0803527	7.6	15
tt0803981	7.9	20
tt0804180	7.3	83
tt0804643	6.1	15
tt0806556	7.8	14
tt0807717	6.6	8
tt0808129	6.5	10
tt0808485	6.1	203
tt0808928	6.4	13
tt0809054	7.3	88
tt0810059	6.8	14
tt0810071	3.8	295
tt0810337	6.6	8
tt0810474	2.2	399
tt0811291	7.6	580
tt0811300	7.8	567
tt0811328	6.6	421
tt0811459	7.8	635
tt0813957	8.5	29
tt0814203	7.4	95
tt0815169	6.1	46
tt0815523	7.6	259
tt0815565	9.0	11
tt0816194	7.4	11
tt0816441	7.2	38
tt0816508	7.5	24
tt0818544	8.0	7
tt0818626	7.9	12
tt0819150	8.2	83
tt0819708	2.8	13
tt0819735	6.4	676
tt0819953	6.8	3213
tt0820031	9.4	34
tt0820680	8.9	127
tt0820885	5.7	7
tt0821470	6.6	4779
tt0822088	6.4	7
tt0822333	7.1	102
tt0824260	8.7	12
tt0824394	6.2	21
tt0824410	6.6	26
tt0824944	7.4	6
tt0825232	7.4	260650
tt0825642	6.4	21
tt0825898	7.8	278
tt0825917	6.4	31
tt0825950	6.6	6
tt0827560	7.4	69
tt0827854	7.7	118
tt0828006	7.9	129
tt0828191	8.2	6
tt0828601	6.7	238
tt0828938	8.2	69
tt0828940	7.7	70
tt0828944	7.4	24
tt0829022	9.1	9
tt0829045	7.5	13
tt0829347	8.2	7
tt0829674	6.5	29
tt0829991	7.3	42
tt0830227	7.5	44
tt0830581	5.9	680
tt0830721	7.9	148
tt0832126	7.4	116
tt0833005	7.7	137
tt0833266	7.5	59
tt0833289	8.4	59
tt0834453	8.2	28
tt0834687	7.9	10
tt0834702	7.2	6
tt0834835	7.1	20
tt0835746	6.2	36
tt0836052	6.3	20
tt0836130	7.6	121
tt0836875	8.2	42
tt0837247	8.1	42
tt0837672	8.9	14
tt0837728	6.7	57
tt0837756	7.9	55
tt0837786	5.3	369
tt0838688	7.2	447
tt0839081	7.7	82
tt0839088	8.0	38
tt0839113	7.8	41
tt0839125	7.9	38
tt0840144	9.0	135
tt0840217	7.4	258
tt0840980	7.6	510
tt0842019	6.9	10
tt0843270	7.6	4472
tt0844452	7.4	76
tt0844968	5.3	13
tt0845492	3.9	518
tt0846676	6.8	12
tt0846788	3.8	11
tt0848486	5.5	16
tt0849142	9.7	116
tt0849377	7.4	27
tt0850216	7.5	296
tt0850452	7.2	8
tt0850473	6.9	8
tt0850779	7.4	44
tt0850825	7.8	34
tt0850843	7.2	170
tt0852726	6.1	2764
tt0853885	7.8	40
tt0853929	6.8	16
tt0854803	4.2	16
tt0855011	5.7	671
tt0855031	6.2	13
tt0855351	7.2	66
tt0857510	6.9	28
tt0857811	5.5	10
tt0858327	8.3	391
tt0858362	8.0	78
tt0858502	6.6	30
tt0858619	5.0	30
tt0858832	7.6	14
tt0858847	7.4	14
tt0859809	7.8	12
tt0860278	7.7	48
tt0860826	7.5	45
tt0860948	7.1	22
tt0861982	7.5	57
tt0862983	7.0	136
tt0863189	7.2	21
tt0864331	3.8	527
tt0864530	7.6	14
tt0865875	4.1	31
tt0866140	7.9	11
tt0866244	7.4	18
tt0866709	6.2	7
tt0866725	7.2	22
tt0867438	7.0	15
tt0867919	7.3	41
tt0868047	5.6	9
tt0868302	5.5	7
tt0868840	4.6	20
tt0869070	6.4	7
tt0870018	8.6	6
tt0870677	7.5	1300
tt0870775	7.8	7
tt0870878	4.9	12
tt0870983	4.0	28
tt0871644	3.8	8
tt0871901	4.9	21
tt0872048	6.9	13
tt0872337	7.3	41
tt0872620	7.6	171
tt0872906	7.4	35
tt0875630	3.3	293
tt0875898	6.4	21
tt0876171	6.6	8
tt0876808	7.7	272
tt0877519	7.4	77
tt0877591	4.4	113
tt0878717	3.5	99
tt0878773	7.1	12
tt0881935	7.1	72
tt0882517	7.4	289
tt0882643	7.9	29
tt0883111	7.8	16
tt0883331	7.2	6
tt0883487	7.5	29
tt0884147	8.1	10
tt0884644	8.1	103
tt0884928	7.8	31
tt0886368	8.0	10
tt0886623	6.2	6
tt0887484	8.0	6
tt0887846	5.8	13
tt0887898	4.3	8
tt0889182	8.1	417
tt0889653	7.2	50
tt0890556	7.3	201
tt0890634	6.8	31
tt0892352	6.4	19
tt0892875	4.9	23
tt0892888	8.0	27
tt0893969	7.4	110
tt0894139	6.5	115
tt0894175	7.6	25
tt0895895	7.0	8
tt0896569	8.2	23
tt0896947	5.5	54
tt0898458	7.4	14
tt0898916	5.9	27
tt0900404	7.8	9
tt0901161	7.0	7
tt0906604	8.7	8
tt0906655	5.0	18
tt0906783	6.4	428
tt0907293	6.3	113
tt0907295	7.6	22
tt0908642	8.4	19
tt0909096	7.7	19
tt0909690	6.5	44
tt0910834	7.8	32
tt0910835	5.6	46
tt0911237	5.9	17
tt0911280	7.3	25
tt0911352	7.3	23
tt0911871	7.8	23
tt0912545	7.2	56
tt0913110	7.3	149
tt0913139	7.2	130
tt0913959	7.5	12
tt0914061	7.5	21
tt0914622	8.3	9
tt0914993	5.6	157
tt0915509	5.2	9
tt0918384	7.4	18
tt0918714	7.8	784
tt0918742	7.5	217
tt0919613	6.7	24
tt0920202	6.6	11
tt0921141	7.4	10
tt0921479	8.2	41
tt0921486	8.6	27
tt0922615	7.7	58
tt0923556	5.9	30
tt0928347	7.7	70
tt0930291	8.4	239
tt0932139	5.3	7
tt0932498	7.0	167
tt0932734	3.7	86
tt0933016	8.3	356
tt0933065	6.2	13
tt0933114	5.1	20
tt0933301	7.4	60
tt0933604	8.4	245
tt0933733	6.8	62
tt0934893	8.3	13
tt0934964	4.2	123
tt0936113	8.0	69
tt0939025	5.4	8
tt0939155	5.0	8
tt0939316	6.0	10
tt0940841	7.0	237
tt0941073	6.6	7
tt0941389	8.8	14
tt0942642	7.0	123
tt0942941	6.8	33
tt0945482	8.7	30
tt0947065	9.4	13
tt0947131	6.9	438
tt0947744	8.6	15
tt0947772	9.1	12
tt0948782	7.7	45
tt0949165	8.0	7
tt0949178	7.1	49
tt0949817	7.3	70
tt0950325	8.2	11
tt0951246	5.4	13
tt0951314	6.7	38
tt0951511	7.6	18
tt0952138	7.1	22
tt0954362	7.3	764
tt0955103	7.6	17
tt0955878	7.0	9
tt0955951	8.1	11
tt0956676	7.6	9
tt0956762	6.1	15
tt0956843	8.4	9
tt0959172	5.1	80
tt0959312	7.1	33
tt0959575	8.2	39
tt0960114	8.4	6
tt0960201	5.0	9
tt0960792	7.4	626
tt0960802	7.0	32
tt0960803	6.4	143
tt0961763	7.9	1121
tt0962343	7.4	96
tt0962505	8.8	64
tt0962724	3.9	46
tt0962756	7.1	20
tt0962869	7.1	12
tt0963100	8.0	23
tt0963760	6.2	21
tt0965145	8.1	1771
tt0965435	7.4	25
tt0965654	3.7	59
tt0966140	6.8	18
tt0967249	7.5	38
tt0968569	8.4	9
tt0968959	7.6	9
tt0969443	7.8	6
tt0970104	6.7	20
tt0970495	7.2	490
tt0971049	7.1	26
tt0971351	7.9	100
tt0971986	8.0	8
tt0972556	7.8	28
tt0973021	7.3	36
tt0973296	8.5	6
tt0974221	7.7	58
tt0974367	8.3	12
tt0975034	7.8	8
tt0975756	7.5	107
tt0976104	7.3	14
tt0976759	8.7	24
tt0976761	8.8	24
tt0977661	7.5	21
tt0978204	6.6	134
tt0982048	8.2	24
tt0983924	5.0	8
tt0986360	4.0	8
tt0986480	8.6	15
tt0988857	6.1	17
tt0989452	6.2	9
tt0989768	7.1	42
tt0990081	7.7	8
tt0990452	8.2	43
tt0991572	7.8	144
tt0992182	6.6	11
tt0992440	6.5	731
tt0993154	6.9	16
tt0993904	7.7	13
tt0994218	7.6	11
tt0994604	7.7	8
tt0995067	6.8	14
tt0995817	5.6	31
tt0996315	7.4	20
tt0996607	2.7	24
tt0997484	6.7	39
tt0998126	6.8	7
tt0998327	7.0	7
tt10004706	8.3	360
tt1000566	8.6	17
tt1001094	7.5	120
tt1001259	6.0	6
tt10012682	8.0	8
tt1001510	4.1	27
tt10021056	7.9	8
tt10024216	7.8	9
tt10027488	8.2	31
tt10028776	8.2	9
tt10029130	6.6	7
tt1003363	6.8	20
tt1003610	7.8	14
tt10054982	8.3	8
tt1005602	6.6	57
tt10062642	6.9	22
tt10062756	8.4	48
tt10062950	6.8	117
tt10064754	9.1	76
tt10066736	7.1	16
