tconst	ordering	nconst	category	job	characters
tt26775823	1	nm0215003	director	\N	\N
tt26775888	10	nm0959409	director	\N	\N
tt2679554	1	nm3912963	director	\N	\N
tt26872049	1	nm4196245	director	\N	\N
tt2689582	5	nm2133392	director	\N	\N
tt26900203	11	nm10839642	director	\N	\N
tt26901508	10	nm0219175	director	\N	\N
tt26906410	12	nm1450033	director	\N	\N
tt26906426	6	nm10509189	director	\N	\N
tt26906475	6	nm10509189	director	\N	\N
tt26906759	6	nm12642851	director	\N	\N
tt26906782	6	nm12642851	director	\N	\N
tt26915251	11	nm13707804	director	\N	\N
tt26916664	15	nm1272480	director	\N	\N
tt26919939	7	nm10095175	director	director	\N
tt26921387	10	nm8834005	director	\N	\N
tt26925710	11	nm0253582	director	\N	\N
tt26926918	1	nm14607004	director	\N	\N
tt26928383	3	nm1456033	director	\N	\N
tt26933470	11	nm1120907	director	\N	\N
tt26933477	11	nm1120907	director	\N	\N
tt26938573	1	nm1615150	director	director	\N
tt26938848	8	nm12832933	director	director	\N
tt2699782	1	nm5515180	director	\N	\N
tt27000983	11	nm7682264	director	director	\N
tt27001388	11	nm7682264	director	director	\N
tt2700330	12	nm3104562	director	\N	\N
tt27005873	12	nm0033532	director	executive director	\N
tt27010146	4	nm14621389	director	\N	\N
tt27010254	2	nm13672814	director	director	\N
tt2702588	21	nm0646019	director	\N	\N
tt27026922	6	nm10622967	director	\N	\N
tt27028226	12	nm0219175	director	\N	\N
tt27032547	12	nm0748158	director	\N	\N
tt27034814	2	nm0885201	director	director	\N
tt27045345	5	nm11504324	director	\N	\N
tt27051305	12	nm1199673	director	\N	\N
tt27051903	1	nm1623030	director	\N	\N
tt27052203	11	nm6490860	director	\N	\N
tt27054590	3	nm14633592	director	\N	\N
tt27055159	3	nm10561023	director	\N	\N
tt2706400	11	nm0691061	director	director	\N
tt2707086	3	nm2987400	director	\N	\N
tt27072801	11	nm2038983	director	director	\N
tt2708468	5	nm3467877	director	\N	\N
tt27111852	4	nm2790059	director	\N	\N
tt27124962	3	nm15191411	director	\N	\N
tt27127734	4	nm0799173	director	director	\N
tt27132939	9	nm4304210	director	director	\N
tt27140492	11	nm0500836	director	\N	\N
tt2715272	7	nm4087886	director	director	\N
tt27155709	5	nm7792291	director	\N	\N
tt27165045	13	nm7545338	director	\N	\N
tt27171919	6	nm12737809	director	\N	\N
tt27194136	4	nm5197715	director	director	\N
tt27199283	9	nm12761590	director	\N	\N
tt27202985	11	nm2547330	director	\N	\N
tt27206133	5	nm11573469	director	\N	\N
tt27207016	11	nm0220720	director	\N	\N
tt27207022	11	nm0220720	director	\N	\N
tt2721000	11	nm0460172	director	\N	\N
tt27210415	3	nm5486452	director	\N	\N
tt27213501	3	nm2505826	director	director	\N
tt2722150	5	nm5540938	director	\N	\N
tt2722410	11	nm0815638	director	\N	\N
tt27235319	11	nm0736200	director	\N	\N
tt27250513	1	nm14676553	director	\N	\N
tt27252269	5	nm14686739	director	creative director	\N
tt2725528	9	nm3326927	director	\N	\N
tt27255331	11	nm1318340	director	\N	\N
tt27262435	11	nm4930203	director	\N	\N
tt27264823	9	nm6538519	director	creative director	\N
tt2727874	4	nm3939822	director	\N	\N
tt27302674	9	nm10346924	director	\N	\N
tt27304249	9	nm14697249	director	\N	\N
tt2730522	2	nm6119929	director	director	\N
tt27329544	7	nm2101095	director	\N	\N
tt2734680	8	nm5258264	director	\N	\N
tt27350587	10	nm14832228	director	director	\N
tt2736058	11	nm0669120	director	\N	\N
tt27365664	3	nm7859217	director	\N	\N
tt2736660	11	nm0459242	director	\N	\N
tt27370900	9	nm14173735	director	creative director	\N
tt27385311	6	nm2524001	director	director	\N
tt27389196	8	nm6453909	director	\N	\N
tt27390673	7	nm6833072	director	\N	\N
tt27404550	1	nm3958424	director	\N	\N
tt27418620	10	nm12246673	director	\N	\N
tt27426175	6	nm14721551	director	\N	\N
tt27427330	9	nm13318678	director	director	\N
tt27431568	3	nm4381450	director	\N	\N
tt27432397	2	nm8538834	director	\N	\N
tt27433589	6	nm10675222	director	director	\N
tt27442708	10	nm14049583	director	\N	\N
tt27444809	2	nm0598613	director	\N	\N
tt27450035	1	nm4003702	director	director	\N
tt27469232	2	nm2063122	director	\N	\N
tt27470126	11	nm0962727	director	\N	\N
tt27479975	9	nm2538314	director	\N	\N
tt27480678	5	nm0422874	director	\N	\N
tt27495440	5	nm8706721	director	director	\N
tt27495861	5	nm14198781	director	\N	\N
tt27496065	4	nm14198781	director	\N	\N
tt27496905	16	nm4829772	director	\N	\N
tt27504122	4	nm5358127	director	\N	\N
tt27513462	13	nm4861813	director	voice director	\N
tt27520488	11	nm1931428	director	\N	\N
tt27543541	9	nm6420135	director	\N	\N
tt27548012	11	nm1402433	director	director	\N
tt27551197	4	nm14771332	director	\N	\N
tt27560881	11	nm2288083	director	\N	\N
tt27577104	2	nm6790155	director	\N	\N
tt27607761	1	nm0287239	director	\N	\N
tt27608058	12	nm3053963	director	\N	\N
tt27611307	5	nm14791178	director	\N	\N
tt27612215	9	nm14349273	director	\N	\N
tt27612688	9	nm5478883	director	\N	\N
tt27628290	11	nm0096539	director	\N	\N
tt2763462	7	nm0239259	director	\N	\N
tt27635145	3	nm13098589	director	\N	\N
tt27635932	9	nm10675222	director	\N	\N
tt27648955	10	nm14487175	director	\N	\N
tt27649748	7	nm8850133	director	\N	\N
tt27649758	7	nm8850133	director	\N	\N
tt27655625	3	nm14812552	director	\N	\N
tt27656179	4	nm14811634	director	director	\N
tt27656474	8	nm1571426	director	\N	\N
tt27657199	7	nm4596616	director	\N	\N
tt27657499	3	nm6908650	director	\N	\N
tt27658760	2	nm10995339	director	\N	\N
tt27662792	1	nm6944844	director	\N	\N
tt27665856	4	nm0090636	director	\N	\N
tt27673019	2	nm2363615	director	\N	\N
tt27673967	1	nm1788624	director	\N	\N
tt27674038	2	nm2363615	director	\N	\N
tt27678120	1	nm14823427	director	\N	\N
tt27678736	3	nm10359434	director	\N	\N
tt27683587	4	nm5525942	director	\N	\N
tt27689301	10	nm2121977	director	director	\N
tt27695750	6	nm2454829	director	\N	\N
tt27705697	6	nm1168198	director	\N	\N
tt27705711	3	nm1206436	director	\N	\N
tt27705924	3	nm7707331	director	\N	\N
tt2770794	1	nm5570878	director	\N	\N
tt2771418	11	nm0629363	director	director	\N
tt27742688	11	nm13857155	director	\N	\N
tt27743493	2	nm14848363	director	\N	\N
tt27744801	2	nm0901413	director	\N	\N
tt27746079	4	nm0290328	director	\N	\N
tt27748238	4	nm9072464	director	\N	\N
tt27750917	3	nm1232354	director	\N	\N
tt27751171	4	nm3298842	director	\N	\N
tt27751352	5	nm0542120	director	\N	\N
tt27751465	2	nm2014103	director	\N	\N
tt27752298	4	nm1230149	director	\N	\N
tt27757226	4	nm14862891	director	location director	\N
tt27797624	3	nm14860922	director	\N	\N
tt27801257	4	nm1401943	director	\N	\N
tt2780244	2	nm0587053	director	director	\N
tt27803381	4	nm2967499	director	\N	\N
tt27804407	2	nm14866608	director	\N	\N
tt27804820	3	nm10025569	director	\N	\N
tt27814657	11	nm0550860	director	\N	\N
tt27817192	2	nm14870332	director	\N	\N
tt27819325	8	nm1414833	director	director	\N
tt27819494	11	nm0128003	director	\N	\N
tt27820390	1	nm14875565	director	\N	\N
tt27826751	2	nm14876800	director	\N	\N
tt27828129	12	nm2111394	director	\N	\N
tt27829030	7	nm11629354	director	\N	\N
tt27829353	2	nm1504067	director	\N	\N
tt27829757	3	nm3602644	director	\N	\N
tt2783358	2	nm1519372	director	\N	\N
tt27834324	1	nm11823972	director	\N	\N
tt2783672	2	nm1705951	director	\N	\N
tt27846125	3	nm14460100	director	\N	\N
tt27849591	4	nm8159615	director	\N	\N
tt27853054	8	nm10410213	director	director	\N
tt2785508	6	nm8535835	director	\N	\N
tt27860652	12	nm1411144	director	\N	\N
tt27860964	5	nm10430000	director	director	\N
tt27861609	5	nm10430000	director	director	\N
tt2786278	11	nm3859342	director	\N	\N
tt27868716	7	nm3184617	director	\N	\N
tt2787352	1	nm5584846	director	\N	\N
tt27874224	7	nm13423285	director	director	\N
tt27874950	2	nm0286601	director	\N	\N
tt27875723	8	nm0181884	director	\N	\N
tt27881494	4	nm6066970	director	\N	\N
tt2789486	2	nm1557699	director	\N	\N
tt27901828	4	nm1890673	director	\N	\N
tt2790642	2	nm4371943	director	director	\N
tt27910407	6	nm2875578	director	\N	\N
tt27917341	6	nm2875578	director	\N	\N
tt2791824	11	nm1875154	director	\N	\N
tt2791944	12	nm4540894	director	director	\N
tt27923157	11	nm1402433	director	director	\N
tt27931425	4	nm1890673	director	\N	\N
tt27932290	4	nm1890673	director	\N	\N
tt27932404	4	nm1890673	director	\N	\N
tt27940208	10	nm12030048	director	general director	\N
tt27941001	2	nm14870975	director	\N	\N
tt2794892	11	nm1283324	director	\N	\N
tt27950932	4	nm9575669	director	\N	\N
tt27951879	4	nm1890673	director	\N	\N
tt27952820	4	nm1890673	director	\N	\N
tt27978945	1	nm0179413	director	\N	\N
tt27981139	12	nm0359708	director	studio director	\N
tt27986416	12	nm8703884	director	director	\N
tt27987309	11	nm9321628	director	\N	\N
tt27989796	6	nm13740716	director	\N	\N
tt27998396	10	nm0547074	director	\N	\N
tt2799862	7	nm5595003	director	\N	\N
tt27998965	3	nm1259207	director	\N	\N
tt28019300	2	nm14935278	director	\N	\N
tt28021231	7	nm4079690	director	studio director	\N
tt28021485	8	nm10466491	director	\N	\N
tt28037460	5	nm2637579	director	\N	\N
tt28066591	11	nm0910000	director	director	\N
tt28074537	3	nm2686865	director	\N	\N
tt2807492	6	nm2203751	director	\N	\N
tt28077042	8	nm7478784	director	\N	\N
tt28083291	4	nm14950542	director	\N	\N
tt28091334	11	nm3473172	director	director	\N
tt28091350	10	nm7814126	director	\N	\N
tt28102495	6	nm0884596	director	\N	\N
tt28102794	11	nm8520979	director	\N	\N
tt28115443	11	nm3474475	director	\N	\N
tt28124894	2	nm0149944	director	\N	\N
tt28131100	12	nm10028432	director	\N	\N
tt28131572	11	nm8274445	director	\N	\N
tt28143642	11	nm3274526	director	\N	\N
tt28144416	11	nm0117774	director	\N	\N
tt28152352	12	nm2954157	director	\N	\N
tt28156309	11	nm0042771	director	\N	\N
tt2816474	11	nm2332402	director	timing director	\N
tt2816744	6	nm4868497	director	\N	\N
tt28184834	8	nm7478784	director	\N	\N
tt28188285	2	nm10265873	director	\N	\N
tt28202299	2	nm1190114	director	\N	\N
tt28212204	1	nm11357973	director	\N	\N
tt28245485	10	nm7537639	director	\N	\N
tt28254939	12	nm0378040	director	general director	\N
tt28259876	10	nm0031070	director	general director	\N
tt28260432	11	nm0274304	director	\N	\N
tt28266731	4	nm9913716	director	\N	\N
tt28267323	11	nm5185912	director	\N	\N
tt2827460	4	nm3173572	director	segment director	\N
tt28277522	10	nm0328160	director	\N	\N
tt2827886	4	nm5616267	director	\N	\N
tt28279337	11	nm6490735	director	\N	\N
tt28281588	2	nm15007727	director	\N	\N
tt2828192	2	nm5616703	director	\N	\N
tt28285163	10	nm0896874	director	\N	\N
tt28290604	5	nm15597254	director	\N	\N
tt28290633	5	nm15597254	director	\N	\N
tt28291024	5	nm1715502	director	\N	\N
tt2829166	4	nm3546420	director	\N	\N
tt28298912	8	nm0009495	director	\N	\N
tt28299191	9	nm0009495	director	\N	\N
tt28306595	12	nm1033529	director	\N	\N
tt28308156	11	nm0483348	director	\N	\N
tt28308783	11	nm0105408	director	director	\N
tt28316771	2	nm11738559	director	creative director	\N
tt28318511	5	nm10611139	director	\N	\N
tt28318778	11	nm0044228	director	\N	\N
tt2832666	11	nm5618133	director	\N	\N
tt28327904	14	nm13245678	director	\N	\N
tt28329215	3	nm1106529	director	\N	\N
tt28329942	5	nm5787675	director	\N	\N
tt2833452	5	nm4258546	director	director	\N
tt28351265	10	nm15031490	director	\N	\N
tt28358186	6	nm13156809	director	\N	\N
tt28365083	4	nm15041020	director	\N	\N
tt28366009	10	nm6646722	director	series director	\N
tt28368407	1	nm13791824	director	\N	\N
tt2836848	2	nm3772554	director	\N	\N
tt28379322	1	nm8332119	director	\N	\N
tt28379388	1	nm8332119	director	\N	\N
tt28390296	7	nm14286811	director	\N	\N
tt28390304	3	nm12394591	director	\N	\N
tt28407239	2	nm6374432	director	\N	\N
tt28448927	3	nm7141057	director	director	\N
tt28450098	4	nm3248232	director	\N	\N
tt28455998	12	nm11914180	director	\N	\N
tt28457974	11	nm3288727	director	television director	\N
tt2845854	7	nm5625975	director	\N	\N
tt2846818	9	nm1566468	director	\N	\N
tt2848230	17	nm0110940	director	series director	\N
tt28485390	4	nm13368228	director	\N	\N
tt28485501	6	nm8918389	director	\N	\N
tt28486229	11	nm1126899	director	\N	\N
tt28487762	11	nm5102766	director	\N	\N
tt2849004	2	nm5631562	director	\N	\N
tt28496072	1	nm2245500	director	\N	\N
tt28497243	10	nm7511700	director	\N	\N
tt28497447	5	nm15087180	director	\N	\N
tt2849902	6	nm0797373	director	director	\N
tt28502427	7	nm15089773	director	\N	\N
tt28506173	11	nm7901565	director	\N	\N
tt28506660	14	nm2359768	director	\N	\N
tt28509456	11	nm0999974	director	\N	\N
tt28509896	1	nm15093938	director	\N	\N
tt28511296	1	nm0393682	director	\N	\N
tt28511723	7	nm1177083	director	\N	\N
tt28525670	4	nm15104716	director	\N	\N
tt28544593	11	nm15109636	director	\N	\N
tt28545614	11	nm0022172	director	\N	\N
tt28550149	4	nm9232352	director	\N	\N
tt28551636	4	nm3248232	director	\N	\N
tt28569169	10	nm7511700	director	\N	\N
tt28569197	10	nm7511700	director	\N	\N
tt28576433	4	nm0125338	director	\N	\N
tt28584390	11	nm2923615	director	\N	\N
tt28591526	11	nm5777367	director	\N	\N
tt28594557	9	nm1896442	director	\N	\N
tt28602177	9	nm13366207	director	\N	\N
tt28602646	11	nm13077157	director	\N	\N
tt28606531	11	nm0489873	director	\N	\N
tt28609096	11	nm14579477	director	\N	\N
tt28609462	10	nm0594001	director	\N	\N
tt28626173	1	nm3584544	director	\N	\N
tt28627665	11	nm8971457	director	\N	\N
tt28631034	3	nm3797708	director	director	\N
tt28631477	11	nm16054898	director	creative director	\N
tt28631826	11	nm0401667	director	\N	\N
tt28632303	11	nm0009495	director	\N	\N
tt28637216	10	nm7943703	director	\N	\N
tt28637472	9	nm10135457	director	\N	\N
tt28641766	11	nm0623107	director	\N	\N
tt28649232	11	nm15035409	director	\N	\N
tt28649319	5	nm8353512	director	\N	\N
tt28650554	7	nm15145998	director	\N	\N
tt28655420	9	nm1203430	director	\N	\N
tt28655701	9	nm1203430	director	\N	\N
tt28657192	4	nm1054839	director	\N	\N
tt28660957	6	nm15149789	director	\N	\N
tt28660979	6	nm15149789	director	\N	\N
tt28668957	7	nm0276894	director	\N	\N
tt28671141	11	nm2112661	director	studio director	\N
tt28675499	1	nm1638157	director	\N	\N
tt28688499	3	nm6791832	director	\N	\N
tt28695391	8	nm0333760	director	\N	\N
tt28697469	7	nm9411363	director	\N	\N
tt28701226	9	nm0306320	director	\N	\N
tt28719825	10	nm3619555	director	\N	\N
tt2872258	6	nm1556130	director	\N	\N
tt28726042	11	nm10631312	director	\N	\N
tt2872968	5	nm1828040	director	\N	\N
tt28751331	4	nm9253636	director	\N	\N
tt2875178	11	nm1185214	director	\N	\N
tt28752977	1	nm15184386	director	\N	\N
tt28755896	12	nm15184472	director	associate director	\N
tt2875866	12	nm0632479	director	\N	\N
tt2876408	12	nm5649895	director	\N	\N
tt28765716	9	nm5766923	director	\N	\N
tt28767188	6	nm5232494	director	\N	\N
tt28768913	3	nm12735341	director	\N	\N
tt28773753	4	nm15193353	director	\N	\N
tt28777495	3	nm10202831	director	\N	\N
tt28777598	8	nm8787778	director	\N	\N
tt2877924	1	nm1650425	director	\N	\N
tt2878370	11	nm0083122	director	\N	\N
tt2878438	2	nm1991420	director	director	\N
tt28788678	11	nm13399838	director	\N	\N
tt2879604	3	nm0565214	director	\N	\N
tt28799548	1	nm1248299	director	\N	\N
tt28806311	5	nm14947365	director	\N	\N
tt28808450	4	nm8579987	director	\N	\N
tt28815587	11	nm0995527	director	\N	\N
tt28820711	5	nm6750640	director	\N	\N
tt28824477	7	nm13800124	director	\N	\N
tt28856470	4	nm2854456	director	\N	\N
tt28864645	8	nm0644012	director	\N	\N
tt28870048	4	nm3919302	director	\N	\N
tt28892060	5	nm2784953	director	\N	\N
tt2893274	9	nm2045486	director	\N	\N
tt28948194	3	nm14971172	director	director	\N
tt28961241	8	nm0295489	director	\N	\N
tt28962154	11	nm0539573	director	\N	\N
tt28970705	12	nm5191246	director	\N	\N
tt2897452	3	nm2312661	director	\N	\N
tt28996404	7	nm1805441	director	\N	\N
tt29008094	10	nm3804112	director	\N	\N
tt2901984	3	nm1618129	director	\N	\N
tt29034084	12	nm0227546	director	director	\N
tt29042852	6	nm2127287	director	\N	\N
tt29077780	8	nm12664703	director	\N	\N
tt29079642	4	nm14947365	director	\N	\N
tt29092451	8	nm10524940	director	\N	\N
tt29100047	11	nm0207730	director	\N	\N
tt29107235	13	nm2425368	director	\N	\N
tt2911438	6	nm2928029	director	\N	\N
tt29116948	6	nm15255063	director	\N	\N
tt29117909	2	nm1455111	director	director	\N
tt2912264	7	nm5671301	director	\N	\N
tt29134338	6	nm12869937	director	\N	\N
tt29134392	8	nm3274526	director	\N	\N
tt29138958	11	nm1994044	director	\N	\N
tt2914160	11	nm0656760	director	\N	\N
tt29144127	2	nm2807192	director	director	\N
tt29172286	7	nm14069613	director	\N	\N
tt29193259	11	nm15597254	director	\N	\N
tt2919622	13	nm0253137	director	\N	\N
tt2920326	4	nm0182459	director	\N	\N
tt29224544	4	nm13497279	director	director	\N
tt2923536	11	nm0009255	director	\N	\N
tt29255199	4	nm14303177	director	\N	\N
tt29257662	8	nm16054898	director	creative director	\N
tt2925942	12	nm1795697	director	\N	\N
tt29268775	4	nm10717899	director	\N	\N
tt29277815	17	nm9065841	director	\N	\N
tt29279787	11	nm0024063	director	\N	\N
tt29302129	3	nm15296590	director	\N	\N
tt29306852	12	nm2340484	director	\N	\N
tt2931508	5	nm3045777	director	\N	\N
tt2932464	11	nm1010345	director	\N	\N
tt2933170	5	nm5686971	director	\N	\N
tt29332862	2	nm15144162	director	\N	\N
tt2933398	6	nm1487328	director	\N	\N
tt29337082	11	nm2039774	director	\N	\N
tt29338087	2	nm3033272	director	\N	\N
tt29342575	10	nm13176005	director	creative director	\N
tt29342582	10	nm13176005	director	creative director	\N
tt29354039	2	nm2601429	director	\N	\N
tt29376725	11	nm2425918	director	\N	\N
tt29378770	6	nm9956145	director	\N	\N
tt29380106	3	nm6271240	director	\N	\N
tt29383104	12	nm1295182	director	\N	\N
tt2939550	4	nm4826092	director	\N	\N
tt2940718	7	nm1289733	director	\N	\N
tt29416732	4	nm4355197	director	\N	\N
tt29418548	8	nm14807492	director	\N	\N
tt29419759	13	nm15331098	director	\N	\N
tt29425136	8	nm2376921	director	\N	\N
tt2943506	12	nm1173605	director	\N	\N
tt29437771	12	nm0761235	director	\N	\N
tt29453057	6	nm0224569	director	\N	\N
tt29453205	8	nm0002948	director	\N	\N
tt29453597	6	nm0465352	director	director	\N
tt29457201	9	nm0575367	director	\N	\N
tt29465581	7	nm11629354	director	\N	\N
tt29477822	12	nm14103604	director	\N	\N
tt2948072	8	nm0670406	director	\N	\N
tt29490453	10	nm0197929	director	\N	\N
tt29490777	11	nm0854576	director	\N	\N
tt29494030	11	nm0735439	director	\N	\N
tt29497946	6	nm14498963	director	\N	\N
tt2951430	2	nm5730808	director	\N	\N
tt29518397	10	nm3288727	director	\N	\N
tt2954648	2	nm3973010	director	\N	\N
tt29550248	1	nm4692145	director	\N	\N
tt29576458	9	nm2033794	director	\N	\N
tt29595145	2	nm3198270	director	\N	\N
tt29603641	13	nm10719050	director	director	\N
tt29603919	7	nm1891620	director	\N	\N
tt29620532	7	nm9411267	director	\N	\N
tt2963968	3	nm0819862	director	\N	\N
tt29666998	10	nm9972320	director	\N	\N
tt29667023	11	nm15776310	director	creative director	\N
tt29667725	3	nm0100789	director	\N	\N
tt29668349	11	nm0313745	director	\N	\N
tt29690148	12	nm13567322	director	\N	\N
tt29703654	3	nm1356161	director	\N	\N
tt29704122	2	nm10743407	director	\N	\N
tt29710313	3	nm0646019	director	\N	\N
tt29711562	10	nm0147246	director	\N	\N
tt29711951	11	nm1900835	director	\N	\N
tt29713706	5	nm1005015	director	\N	\N
tt2971796	8	nm1566468	director	\N	\N
tt29719591	10	nm0510100	director	\N	\N
tt29721280	1	nm5043359	director	\N	\N
tt29731014	3	nm9235476	director	\N	\N
tt2973176	6	nm5722464	director	\N	\N
tt29741934	6	nm14115405	director	\N	\N
tt29769496	2	nm15435412	director	\N	\N
tt2978426	11	nm0551217	director	\N	\N
tt29793065	7	nm4274701	director	\N	\N
tt29793843	3	nm12418119	director	\N	\N
tt2979804	6	nm0249712	director	\N	\N
tt2979832	7	nm0654933	director	\N	\N
tt29806888	2	nm15447961	director	general director	\N
tt29808496	9	nm12526583	director	\N	\N
tt29816993	3	nm11056816	director	\N	\N
tt29825015	3	nm10392843	director	\N	\N
tt2987928	1	nm4616598	director	\N	\N
tt29887422	11	nm0201064	director	\N	\N
tt29888892	4	nm5435189	director	\N	\N
tt29913673	1	nm5635814	director	\N	\N
tt2991422	5	nm5739870	director	collaborating director	\N
tt29919365	10	nm14798404	director	\N	\N
tt29923471	2	nm2174869	director	\N	\N
tt29929475	13	nm0190421	director	\N	\N
tt29930147	9	nm14173735	director	creative director	\N
tt2994664	2	nm1640493	director	\N	\N
tt29951739	15	nm1638108	director	series director	\N
tt29952100	9	nm15476131	director	\N	\N
tt29952252	9	nm15476131	director	\N	\N
tt30002044	2	nm15144043	director	\N	\N
tt30005693	11	nm2370344	director	\N	\N
tt30008489	9	nm5347261	director	\N	\N
tt30050814	5	nm1862586	director	\N	\N
tt30051076	5	nm2052014	director	\N	\N
